4/24/13 11:19,6 min. 22 sec.,Completed,am meat market,75,20,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1869447216.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366816561122.jpg,306 irving,40.699202,-73.914256,Blue,http://app.formassembly.com/responses/view/27011988,http://lotto.mit.edu/retailer/,198.228.200.39,blu_stars,"recording-1869447216.amr (44 Kb.): http://app.formassembly.com/uploads/get/e3eaafe4735513253083411f1c2409ab-recording-1869447216.amr/167129/38959e34d4766858f3814bc3bc2711be, 1366816561122.jpg (1114 Kb.): http://app.formassembly.com/uploads/get/0b6780efb1d354103939d1a36864f358-1366816561122.jpg/167129/c31d1559d26aebc90bc7867d0e0cf416"
4/24/13 11:12,16 min. 10 sec.,Completed,myrtle drugs,15,1,1 ticket,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording1344319212.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366816133541.jpg,1454 myrtle,40.699202,-73.916659,Blue,http://app.formassembly.com/responses/view/27011788,http://lotto.mit.edu/retailer/,198.228.200.17,blu_stars,"recording1344319212.amr (65 Kb.): http://app.formassembly.com/uploads/get/3c5706a0b78e89986a4bdf7f0bafa7f7-recording1344319212.amr/167129/208c5a29b25d11228f47c70590ca4da1, 1366816133541.jpg (1084 Kb.): http://app.formassembly.com/uploads/get/0a9463593e53fbcf2fd9060720e3b10d-1366816133541.jpg/167129/4616d0267b971e37b3cbffbf9d3f0030"
4/24/13 11:10,7 min. 34 sec.,Completed,your deal food corp.,1000,40,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1519769061.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366815839991.jpg,jefferson and wilson,40.693037,-73.911746,Red,http://app.formassembly.com/responses/view/27011735,http://lotto.mit.edu/retailer/,198.228.200.21,red_stars,"recording-1519769061.amr (22 Kb.): http://app.formassembly.com/uploads/get/25ee95916281a9c8e0f649ff64e55804-recording-1519769061.amr/167129/d5fe38f049d7463c699621ebf5de3ac8, 1366815839991.jpg (1375 Kb.): http://app.formassembly.com/uploads/get/560210096585702efef941c35da83f4b-1366815839991.jpg/167129/279fdb41570e155aa2c7f585de62056c"
4/24/13 11:08,24 min. 56 sec.,Completed,[207 wyckoff],20,60,2-5 tickets; 11 or more tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/Store.png,207 wyckoff,40.702765,-73.915737,Pink,http://app.formassembly.com/responses/view/27011645,http://lotto.mit.edu/retailer/,198.228.200.46,pink_stars,
4/24/13 11:06,5 min. 35 sec.,Completed,C & B Luncheonette,30,20,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording27294782.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366815829763-e1366853787838.jpg,983 wyckoff,40.696176,-73.905201,Green,http://app.formassembly.com/responses/view/27011580,http://lotto.mit.edu/retailer/,198.228.200.18,grn_stars,"recording27294782.amr (17 Kb.): http://app.formassembly.com/uploads/get/84cda520a7453bcd68d1ebb0ce2ce313-recording27294782.amr/167129/168da494c7a25c29a4d9ba75585a05a9, 1366815829763.jpg (1205 Kb.): http://app.formassembly.com/uploads/get/4a73f5e2b4817a1dddd9fa0f549eaeeb-1366815829763.jpg/167129/4ced36c307c75968c200c6669e07cb78"
4/24/13 11:03,4 min. 46 sec.,Completed,mike mini market food corp.,15,10,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1513440080.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366815628907.jpg,hancock and wilson,40.692695,-73.91108,Red,http://app.formassembly.com/responses/view/27011484,http://lotto.mit.edu/retailer/,198.228.200.22,red_stars,"recording-1513440080.amr (27 Kb.): http://app.formassembly.com/uploads/get/5281b4c45af3ec6f724d210ff20fb4ae-recording-1513440080.amr/167129/f563e65ad4c581db49a2e978f5f7203b, 1366815628907.jpg (1097 Kb.): http://app.formassembly.com/uploads/get/8f6be407a35e2ae361b7607c199397c0-1366815628907.jpg/167129/a6dbad3197e556bc3aa178b959e7961c"
4/24/13 10:59,12 min. 15 sec.,Completed,Food Mart,600,25,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-90479066.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366815455195-e1366855524861-1024x768.jpg,1379 halsey,40.694875,-73.906596,Green,http://app.formassembly.com/responses/view/27011368,http://lotto.mit.edu/retailer/,198.228.200.22,grn_stars,"recording-90479066.amr (28 Kb.): http://app.formassembly.com/uploads/get/44237ac2e44b1081f9eab068b34c6bf0-recording-90479066.amr/167129/d9ec33d7f916b28149fa9b324d2db1d7, 1366815455195.jpg (1074 Kb.): http://app.formassembly.com/uploads/get/3bb19bc2c14e91c09fe8b2d52b2d6126-1366815455195.jpg/167129/41dc8cbc29cfdaa042ebfb7f1053798f"
4/24/13 10:58,10 min. 44 sec.,Completed,pijuans convenience discount and grocery,100,80,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1263585905.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366815128162-1024x768.jpg,weirlfeild and wilson,40.692256,-73.910244,Red,http://app.formassembly.com/responses/view/27011329,http://lotto.mit.edu/retailer/,198.228.200.46,red_stars,"recording-1263585905.amr (26 Kb.): http://app.formassembly.com/uploads/get/c933e8bf133e311bae1a60f823b6635f-recording-1263585905.amr/167129/d84ff61f405ec5b49876560c8c309f5e, 1366815128162.jpg (1306 Kb.): http://app.formassembly.com/uploads/get/2ade4919da2fd15000283da783e3d74e-1366815128162.jpg/167129/1d3a0a9c4be4c58850439c4022330402"
4/24/13 10:56,13 min. 45 sec.,Completed,dias grocery,30,20,6-10 tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/1366815064807-1024x768.jpg,240 wilson,40.698096,-73.921144,Blue,http://app.formassembly.com/responses/view/27011254,http://lotto.mit.edu/retailer/,198.228.200.16,blu_stars,1366815064807.jpg (1370 Kb.): http://app.formassembly.com/uploads/get/e40c5a7394f034e26f6960bbdb667d44-1366815064807.jpg/167129/2f6de9363cc4cb4add7b08b4496c123c
4/24/13 10:47,17 min. 32 sec.,Completed,square park deli,75,20,2-5 tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/1366814466158-1024x768.jpg,halsey and wilson,40.691833,-73.909557,Red,http://app.formassembly.com/responses/view/27011006,http://lotto.mit.edu/retailer/,198.228.200.33,red_stars,1366814466158.jpg (1276 Kb.): http://app.formassembly.com/uploads/get/ef6af7bcbd49d8e84b6a7083798667ea-1366814466158.jpg/167129/bab604498486c738afe92f75cbebd586
4/24/13 10:47,8 min. 44 sec.,Completed,Los Limones Deli,30,2,6-10 tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/1366814509788-e1366862022290-1024x768.jpg,1330 Halsey Street,40.694582,-73.906403,Green,http://app.formassembly.com/responses/view/27011002,http://lotto.mit.edu/retailer/,198.228.200.37,grn_stars,1366814509788.jpg (1273 Kb.): http://app.formassembly.com/uploads/get/75d14e520a7328b0c80b47e1f170a1de-1366814509788.jpg/167129/9a10cf1f13e6b2cb76c6b87780b9757e
4/24/13 10:42,7 min. 48 sec.,Completed,linden & Wilson carp,150,60,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1925089894.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/Screen-Shot-2013-04-25-at-12.17.54-AM-1024x574.png,338 wilson,40.695867,-73.917089,Blue,http://app.formassembly.com/responses/view/27010885,http://lotto.mit.edu/retailer/,198.228.200.35,blu_stars,"recording-1925089894.amr (44 Kb.): http://app.formassembly.com/uploads/get/ba8ed4499b7d91a73fc4c74d57829739-recording-1925089894.amr/167129/30cf53717e33eb26300194995813f7ae, 20130424_103701.mp4 (8799 Kb.): http://app.formassembly.com/uploads/get/72f8c877423e7162d3d0353cb36314cc-20130424_103701.mp4/167129/cdd5a3553624c41c45dc0510ae8da6f9"
4/24/13 10:41,9 min. 10 sec.,Completed,Jimmy frendlys,7,7,2-5 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-114258265.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366814460021-1024x768.jpg,1543 myrtle,40.699739,-73.913569,Pink,http://app.formassembly.com/responses/view/27010856,http://lotto.mit.edu/retailer/,198.228.200.20,pink_stars,"recording-114258265.amr (34 Kb.): http://app.formassembly.com/uploads/get/54effde4b1868289c1d1063bfe1c44f2-recording-114258265.amr/167129/aa7d1a336976f1821af6d3a0341d6b92, 1366814460021.jpg (927 Kb.): http://app.formassembly.com/uploads/get/549f8b968fd239de6a3a793a9ab41361-1366814460021.jpg/167129/baad6f98d47f12a21d76148bc5719f5c"
4/24/13 10:36,10 min. 10 sec.,Completed,aarons deli grocery,80,30,2-5 tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/1366814133994-e1366862370964-1024x768.jpg,449 irving st,40.695908,-73.908924,Green,http://app.formassembly.com/responses/view/27010700,http://lotto.mit.edu/retailer/,198.228.200.18,grn_stars,1366814133994.jpg (1308 Kb.): http://app.formassembly.com/uploads/get/6380f2c4846cd1dc1b346c41e314b529-1366814133994.jpg/167129/20085707f577873b5f589cd83b73b5de
4/24/13 10:32,4 min. 30 sec.,Completed,te amo deli,100,100,11 or more tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording1048335846.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366813880909-1024x768.jpg,1536 myrtle,40.699772,-73.912153,Pink,http://app.formassembly.com/responses/view/27010571,http://lotto.mit.edu/retailer/,198.228.200.39,pink_stars,"recording1048335846.amr (47 Kb.): http://app.formassembly.com/uploads/get/2715ed6858d2c8b1af0c1f4b245475b6-recording1048335846.amr/167129/5f33dc37879ef5aaecfd5a7536d2ee71, 1366813880909.jpg (877 Kb.): http://app.formassembly.com/uploads/get/f5a7798a74f29baa03065c888c0c6121-1366813880909.jpg/167129/c3b43881dcb7537278ed3bc7d26d6ec7"
4/24/13 10:29,26 min. 43 sec.,Completed,Margarita Deli & Grocery Corp.,200,20,6-10 tickets,[no response recorded],http://lotto.mit.edu/wp-content/uploads/2013/04/1366813720221-1024x768.jpg,putnam and knickerbocker,40.695493,-73.911724,Red,http://app.formassembly.com/responses/view/27010480,http://lotto.mit.edu/retailer/,198.228.200.29,red_stars,1366813720221.jpg (1338 Kb.): http://app.formassembly.com/uploads/get/1e955add1cc2183c5edfc17ffe0d2f53-1366813720221.jpg/167129/863c73ad5215f81a4252c0a875df75fe
4/24/13 10:27,44 min. 39 sec.,Completed,checking place,20,20,2-5 tickets; 11 or more tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-1019373889.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366813585549-e1366863101755.jpg,1534 gates,40.699869,-73.912196,Pink,http://app.formassembly.com/responses/view/27010444,http://lotto.mit.edu/retailer/,198.228.200.48,pink_stars,"recording-1019373889.amr (46 Kb.): http://app.formassembly.com/uploads/get/13c98dbeb6e67211041c8472baa20027-recording-1019373889.amr/167129/363afbd743225d4bacc93025fb4eeb67, 1366813585549.jpg (1019 Kb.): http://app.formassembly.com/uploads/get/a8c575e0a4c3fb3847c02437572c871f-1366813585549.jpg/167129/5a48e48f581ec16c98e1f2f1751b3882"
4/24/13 10:26,54 min. 23 sec.,Completed,v and I grocery,200,40,6-10 tickets,"<a title=""Do you think the lottery is good for this neighborhood? Why or why not?"" href=""http://www.mit.edu/~crhie/lotto/audio/recording-2010695142.mp3"" target=""_blank"">Click here to listen</a>",http://lotto.mit.edu/wp-content/uploads/2013/04/1366813121275-1.jpg,1434 putnam,40.696555,-73.910249,Green,http://app.formassembly.com/responses/view/27010407,http://lotto.mit.edu/retailer/,198.228.200.26,grn_stars,"recording-2010695142.amr (35 Kb.): http://app.formassembly.com/uploads/get/70d9c3a91db09fabb31ba9c7d193fee8-recording-2010695142.amr/167129/c925a5b8c71a109b9755298d97e4920e, 1366813121275.jpg (1148 Kb.): http://app.formassembly.com/uploads/get/a273b3ec7a511542ae582d81d5c3e0ca-1366813121275.jpg/167129/89e431393ee4d9ced3a6908e6979c05d"
